FreeCAD 0.17, Libs: 0.17RUnknown
         16482684 function calls (14940014 primitive calls) in 6.992 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        2    0.000    0.000    0.000    0.000 ATNDeserializer.py:491(<lambda>)
        4    0.000    0.000    0.000    0.000 re.py:168(split)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:145(__nonzero__)
        1    0.000    0.000    0.000    0.000 tensor.py:360(_TensorDataLazyEvaluator)
       10    0.000    0.000    0.000    0.000 plistlib.py:469(end_string)
        1    0.000    0.000    0.000    0.000 prefilter.py:526(PrefilterHandler)
        1    0.000    0.000    0.000    0.000 series.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(PowerRule)
      2/1    0.000    0.000    0.000    0.000 deprecation.py:206(wrapper)
        2    0.000    0.000    0.000    0.000 {built-in method GetString}
        5    0.000    0.000    0.000    0.000 shellapp.py:42(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:33(<module>)
       23    0.000    0.000    0.000    0.000 DFAState.py:87(__hash__)
        6    0.000    0.000    0.000    0.000 {math.frexp}
        4    0.000    0.000    0.000    0.000 traitlets.py:1067(hold_trait_notifications)
        1    0.000    0.000    0.000    0.000 polytools.py:4164(PurePoly)
        1    0.000    0.000    0.000    0.000 appdirs.py:407(AppDirs)
        1    0.000    0.000    0.000    0.000 printer.py:195(Printer)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(ExpRule)
       32    0.000    0.000    0.000    0.000 DFA.py:108(states)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(AssocLaguerreRule)
        1    0.000    0.000    0.000    0.000 <string>:1(CyclicPartsRule)
        1    0.000    0.000    0.000    0.000 matexpr.py:774(Identity)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.000    0.000 Defines.py:453(Expression)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:373(_set_prec)
        1    0.000    0.000    0.000    0.000 numbers.py:2860(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 numbers.py:2656(__new__)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6783(numeric_type_aliases)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
       24    0.000    0.000    0.000    0.000 subprocess32.py:1177(fs_encode)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 lil.py:22(lil_matrix)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgSpec)
        1    0.000    0.000    0.000    0.000 Defines.py:95(ScalarBase)
        4    0.000    0.000    0.000    0.000 framework.py:19(framework_info)
        1    0.000    0.000    0.000    0.000 matrices.py:75(MatrixDeterminant)
        1    0.000    0.000    0.000    0.000 immutable.py:133(ImmutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 output.py:152(DummyOutput)
        2    0.000    0.000    0.000    0.000 {_socket.inet_aton}
        1    0.000    0.000    0.000    0.000 StringIO.py:54(__init__)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:68(sinh)
        1    0.000    0.000    0.000    0.000 _procrustes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 spectral.py:4(<module>)
        1    0.000    0.000    0.000    0.000 completer.py:235(Completer)
        4    0.000    0.000    0.000    0.000 iterative.py:122(combine)
        3    0.000    0.000    0.000    0.000 ATNConfigSet.py:116(optimizeConfigs)
        1    0.000    0.000    0.000    0.000 <string>:1(ArccothRule)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:142(__new__)
        1    0.000    0.000    0.000    0.000 {numpy.empty}
        1    0.000    0.000    0.000    0.000 __init__.py:82(<module>)
        4    0.000    0.000    0.000    0.000 ATNDeserializer.py:52(isFeatureSupported)
        1    0.000    0.000    0.000    0.000 nonisomorphic_trees.py:8(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
        1    0.000    0.000    0.000    0.000 loader.py:158(Config)
        1    0.000    0.000    0.000    0.000 logger.py:28(Logger)
        1    0.000    0.000    0.000    0.000 <string>:1(MetricInfo)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1202(cot)
        2    0.000    0.000    0.000    0.000 Material.py:5(<dictcomp>)
        1    0.000    0.000    0.000    0.000 fields.py:260(FracElement)
        1    0.000    0.000    0.000    0.000 argparse.py:1184(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 adjacency.py:7(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(JacobiRule)
        1    0.000    0.000    0.000    0.000 point.py:863(Point2D)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:18(Expression)
        1    0.000    0.000    0.000    0.000 operations.py:371(LatticeOp)
        1    0.000    0.000    0.000    0.000 numbers.py:3543(TribonacciConstant)
       11    0.000    0.000    0.000    0.000 rcsetup.py:642(__init__)
        1    0.000    0.000    0.000    0.000 geometry.py:1282(Zone)
        1    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Registry.py:11(Registry)
        5    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_families)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-727>:1(<module>)
        6    0.000    0.000    0.000    0.000 transforms.py:183(_noconds_)
        1    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:927(FuncContext)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(NullProvider)
       13    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        2    0.000    0.000    0.000    0.000 plistlib.py:444(begin_dict)
        1    0.000    0.000    0.000    0.000 cytoscape.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:218(_is_writable_dir)
        1    0.000    0.000    0.000    0.000 numbers.py:52(carmichael)
        1    0.000    0.000    0.002    0.002 version.py:191(Version)
        1    0.000    0.000    0.000    0.000 hits_alg.py:2(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:251(__init__)
        3    0.000    0.000    0.000    0.000 numbers.py:2681(__sub__)
        8    0.000    0.000    0.000    0.000 compilerop.py:47(<genexpr>)
        1    0.000    0.000    0.000    0.000 alphabets.py:1(<module>)
       13    0.000    0.000    0.000    0.000 Tree.py:82(__init__)
        1    0.000    0.000    0.000    0.000 boolalg.py:170(BooleanAtom)
        1    0.000    0.000    0.000    0.000 vi.py:56(TextObject)
        1    0.000    0.000    0.000    0.000 sets.py:1168(Intersection)
        1    0.000    0.000    0.000    0.000 RuleContext.py:32(RuleContext)
        4    0.000    0.000    0.000    0.000 util.py:108(make_analysator)
        1    0.000    0.000    0.000    0.000 mathml.py:125(MathMLContentPrinter)
        2    0.000    0.000    0.000    0.000 libmpi.py:454(mpi_from_str)
        1    0.000    0.000    0.000    0.000 mod.py:8(Mod)
        1    0.000    0.000    0.000    0.000 colors.py:298(ColorConverter)
        1    0.000    0.000    0.000    0.000 function.py:883(__hash__)
        1    0.000    0.000    0.000    0.000 display.py:25(DisplayMagics)
        1    0.000    0.000    0.000    0.000 doctest.py:1106(DocTestRunner)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        2    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 transforms.py:769(InverseMellinTransform)
        2    0.000    0.000    0.000    0.000 operations.py:56(_from_args)
       15    0.000    0.000    0.000    0.000 pretty_symbology.py:253(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:2991(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1611(sec)
        1    0.000    0.000    0.000    0.000 colors.py:419(Colormap)
        1    0.000    0.000    0.000    0.000 PyColorize.py:192(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(ReciprocalRule)
        1    0.000    0.000    0.000    0.000 entity.py:64(GeometryEntity)
        2    0.000    0.000    0.000    0.000 functools.py:91(__lt__)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        3    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
       42    0.000    0.000    0.000    0.000 decorator.py:116(<lambda>)
        1    0.000    0.000    0.000    0.000 factorials.py:747(binomial)
        1    0.000    0.000    0.000    0.000 pairs.py:2(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:242(Condition)
        9    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:198(multiplyingExpression)
        1    0.000    0.000    0.000    0.000 numerictypes.py:515(<lambda>)
        1    0.000    0.000    0.000    0.000 spectrum.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pythonintegerring.py:13(PythonIntegerRing)
        1    0.000    0.000    0.000    0.000 urllib2.py:224(Request)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:62(get_default_editor)
        1    0.000    0.000    0.000    0.000 rational.py:24(mpq)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:669(Formula)
        2    0.000    0.000    0.000    0.000 traitlets.py:1690(instance_init)
        1    0.000    0.000    0.001    0.001 __init__.py:2398(EntryPoint)
        1    0.000    0.000    0.000    0.000 core.py:2596(MaskedIterator)
       10    0.000    0.000    0.000    0.000 pretty_symbology.py:193(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:1(Size)
        4    0.000    0.000    0.000    0.000 ATNDeserializationOptions.py:14(__setattr__)
        1    0.000    0.000    0.000    0.000 python.py:531(Python3TracebackLexer)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 pretty.py:435(Text)
        1    0.000    0.000    0.000    0.000 branchings.py:163(MultiDiGraph_EdgeKey)
        1    0.000    0.000    0.000    0.000 __init__.py:729(_get_data_path)
        1    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
        1    0.000    0.000    0.000    0.000 <string>:1(EllipticFRule)
       11    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:522(func)
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 geometry.py:62(Body)
        3    0.000    0.000    0.000    0.000 loader.py:218(__contains__)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:480(polygamma)
        1    0.000    0.000    0.000    0.000 logging.py:28(LoggingMagics)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:480(Hyper_Function)
        1    0.000    0.000    0.000    0.000 traitlets.py:950(__new__)
        1    0.000    0.000    0.000    0.000 prefilter.py:493(AutocallChecker)
        1    0.000    0.000    0.000    0.000 process.py:310(__init__)
        6    0.000    0.000    0.000    0.000 contextlib.py:15(__enter__)
        2    0.000    0.000    0.000    0.000 _abcoll.py:24(_hasattr)
        1    0.000    0.000    0.000    0.000 generate.py:48(__init__)
        2    0.000    0.000    0.000    0.000 numeric.py:541(asanyarray)
        1    0.000    0.000    0.000    0.000 lambdify.py:941(_EvaluatorPrinter)
        1    0.000    0.000    0.000    0.000 dense.py:431(MutableDenseMatrix)
        1    0.000    0.000    0.000    0.000 summations.py:29(Sum)
        9    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:205(operatorAddSub)
        1    0.000    0.000    0.000    0.000 runtests.py:132(get_sympy_dir)
       10    0.000    0.000    0.000    0.000 timeutils.py:56(decorator)
        1    0.000    0.000    0.000    0.000 <string>:1(ArctanRule)
        1    0.000    0.000    0.000    0.000 traitlets.py:1617(Instance)
        1    0.000    0.000    0.000    0.000 <string>:1(ArcsinRule)
        1    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:135(EquationContext)
        1    0.000    0.000    0.000    0.000 tensor.py:1280(TensorSymmetry)
        1    0.000    0.000    0.000    0.000 <string>:1(LaguerreRule)
       11    0.000    0.000    0.000    0.000 _color_data.py:34(<genexpr>)
        1    0.000    0.000    0.000    0.000 display.py:927(Image)
        1    0.000    0.000    0.000    0.000 reportviews.py:888(OutEdgeView)
       22    0.000    0.000    0.000    0.000 Lexer.py:200(emitToken)
        1    0.000    0.000    0.000    0.000 orderings.py:137(InverseOrder)
        1    0.000    0.000    0.000    0.000 ATNConfigSet.py:19(ATNConfigSet)
        2    0.000    0.000    0.000    0.000 numbers.py:159(igcd)
        2    0.000    0.000    0.001    0.000 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 extrapolation.py:266(levin_class)
        1    0.000    0.000    0.000    0.000 __init__.py:234(RenameImport)
        4    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-681>:1(needs_sqlite)
        1    0.000    0.000    0.000    0.000 attrmatrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(CiRule)
        1    0.000    0.000    0.000    0.000 tensor.py:1142(TensorIndex)
       35    0.000    0.000    0.000    0.000 InputStream.py:63(mark)
        1    0.000    0.000    0.000    0.000 backports_abc.py:45(Generator)
        2    0.000    0.000    0.000    0.000 encoding.py:21(get_stream_enc)
        4    0.000    0.000    0.000    0.000 magic.py:199(mark)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        1    0.000    0.000    0.000    0.000 hyper.py:316(meijerg)
        1    0.000    0.000    0.000    0.000 functools_lru_cache.py:82(decorating_function)
        1    0.000    0.000    0.000    0.000 assume.py:49(AppliedPredicate)
        1    0.000    0.000    0.000    0.000 <string>:1(ChebyshevURule)
       17    0.000    0.000    0.000    0.000 PredictionContext.py:54(isEmpty)
        1    0.000    0.000    0.000    0.000 pythonrationalfield.py:10(PythonRationalField)
        6    0.000    0.000    0.000    0.000 __init__.py:583(is_numlike)
        1    0.000    0.000    0.000    0.000 polyoptions.py:17(Option)
        1    0.000    0.000    0.000    0.000 epathtools.py:9(EPath)
        1    0.000    0.000    0.000    0.000 neighbor_degree.py:7(<module>)
        1    0.000    0.000    0.000    0.000 inverse.py:10(Inverse)
        1    0.000    0.000    0.000    0.000 storemagic.py:58(StoreMagics)
      3/1    0.000    0.000    0.000    0.000 sets.py:603(flatten)
        1    0.000    0.000    0.000    0.000 py3compat.py:41(_modify_str_or_docstring)
        1    0.000    0.000    0.000    0.000 auto.py:26(AutoMagics)
        1    0.000    0.000    0.000    0.000 <string>:1(EiRule)
      2/1    0.000    0.000    0.000    0.000 ast.py:245(__eq__)
        2    0.000    0.000    0.000    0.000 {posix.sysconf}
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1571(set_string_function)
        1    0.000    0.000    0.000    0.000 sequences.py:461(SeqPer)
        1    0.000    0.000    0.000    0.000 isolate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:306(tribonacci)
        6    0.000    0.000    0.000    0.000 ctx_mp_python.py:80(mpf_convert_arg)
        1    0.000    0.000    0.000    0.000 timeit.py:105(Timer)
        2    0.000    0.000    0.000    0.000 rcsetup.py:327(__call__)
        1    0.000    0.000    0.000    0.000 field.py:9(Field)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:16(Ynm)
        1    0.000    0.000    0.000    0.000 <string>:1(LegendreRule)
        1    0.000    0.000    0.000    0.000 polyoptions.py:382(Composite)
        1    0.000    0.000    0.000    0.000 case.py:1019(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 _internal.py:288(_ctypes)
        1    0.000    0.000    0.000    0.000 formatter.py:26(Formatter)
        1    0.000    0.000    0.000    0.000 _datasource.py:269(DataSource)
        1    0.000    0.000    0.000    0.000 display.py:1112(Video)
        4    0.000    0.000    0.000    0.000 libmpf.py:1313(from_str)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        8    0.000    0.000    0.000    0.000 traitlets.py:545(__get__)
        1    0.000    0.000    0.000    0.000 buffer.py:111(CompletionState)
        1    0.000    0.000    0.000    0.000 functools_lru_cache.py:10(update_wrapper)
        1    0.000    0.000    0.000    0.000 quadrature.py:455(QuadratureMethods)
        1    0.000    0.000    0.001    0.001 __init__.py:959(Environment)
        1    0.000    0.000    0.000    0.000 generate.py:30(Sieve)
        1    0.000    0.000    0.000    0.000 polyoptions.py:347(Order)
        2    0.000    0.000    0.000    0.000 __init__.py:101(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(AlternativeRule)
        1    0.000    0.000    0.000    0.000 <string>:1(HermiteRule)
        1    0.000    0.000    0.000    0.000 fields.py:102(FracField)
        1    0.000    0.000    0.000    0.000 urllib.py:862(ftpwrapper)
        1    0.000    0.000    0.000    0.000 plane.py:26(Plane)
        1    0.000    0.000    0.000    0.000 <string>:1(ConstantRule)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:146(_name)
        1    0.000    0.000    0.000    0.000 geometry.py:1647(Extent)
        1    0.000    0.000    0.000    0.000 relabel.py:7(<module>)
        1    0.000    0.000    0.000    0.000 search_state.py:9(SearchState)
       41    0.000    0.000    0.000    0.000 numbers.py:613(class_key)
        1    0.000    0.000    0.000    0.000 __init__.py:258(VersionConflict)
        1    0.000    0.000    0.000    0.000 mathml.py:18(MathMLPrinterBase)
        1    0.000    0.000    0.000    0.000 DFA.py:12(DFA)
        1    0.000    0.000    0.000    0.000 planarity.py:201(LRPlanarity)
        1    0.000    0.000    0.000    0.000 matadd.py:17(MatAdd)
        1    0.000    0.000    0.000    0.000 common.py:41(MatrixRequired)
        1    0.000    0.000    0.001    0.001 specifiers.py:214(LegacySpecifier)
        1    0.000    0.000    0.000    0.000 oinspect.py:375(Inspector)
        1    0.000    0.000    0.000    0.000 SolidBase.py:1(SolidBase)
        1    0.000    0.000    0.000    0.000 polygon.py:27(Polygon)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'dictproxy' objects}
       10    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 newdict.py:37(newdict)
        1    0.000    0.000    0.000    0.000 delta_functions.py:19(DiracDelta)
       16    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 vt100_input.py:502(cooked_mode)
        1    0.000    0.000    0.000    0.000 traitlets.py:214(_SimpleTest)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 functions.py:3(SpecialFunctions)
        1    0.000    0.000    0.000    0.000 configurable.py:106(_find_my_config)
        1    0.000    0.000    0.000    0.000 ultratb.py:484(TBTools)
        1    0.000    0.000    0.000    0.000 linalg.py:111(LinearAlgebraMethods)
        1    0.000    0.000    0.000    0.000 traitlets.py:1922(Integer)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:994(SafeEval)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 ast.py:1151(FloatType)
        1    0.000    0.000    0.000    0.000 ErrorStrategy.py:36(DefaultErrorStrategy)
        2    0.000    0.000    0.000    0.000 {FreeCAD.ConfigGet}
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:357(_mpc)
        2    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 minidom.py:454(NamedNodeMap)
        1    0.000    0.000    0.000    0.000 prefilter.py:374(PrefilterChecker)
        1    0.000    0.000    0.000    0.000 hierarchy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 random.py:177(randrange)
        1    0.000    0.000    0.000    0.000 ctx_fp.py:18(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(AddRule)
        2    0.000    0.000    0.000    0.000 functools.py:87(K)
        1    0.000    0.000    0.000    0.000 ordinals.py:53(Ordinal)
        2    0.000    0.000    0.000    0.000 rcsetup.py:283(validate_toolbar)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2047(acos)
       11    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2220(atan)
        1    0.000    0.000    0.000    0.000 <string>:1(PiecewiseRule)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4761(<genexpr>)
        1    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:261(MultiplyingExpressionContext)
       13    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:611(constant)
        1    0.000    0.000    0.000    0.000 singularity_functions.py:16(SingularityFunction)
        1    0.000    0.000    0.000    0.000 error_functions.py:2209(fresnelc)
       13    0.000    0.000    0.000    0.000 Lexer.py:248(getCharIndex)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        1    0.000    0.000    0.000    0.000 sets.py:985(Union)
        1    0.000    0.000    0.000    0.000 numbers.py:534(bell)
        1    0.000    0.000    0.000    0.000 backports_abc.py:122(mk_coroutine)
        1    0.000    0.000    0.000    0.000 release.py:121(get_revision)
        1    0.000    0.000    0.000    0.000 <string>:1(UpperGammaRule)
        1    0.000    0.000    0.000    0.000 <string>:1(DontKnowRule)
        1    0.000    0.000    0.000    0.000 fnodes.py:78(use)
        1    0.000    0.000    0.000    0.000 <string>:1(DerivativeRule)
        1    0.000    0.000    0.000    0.000 transforms.py:1755(HankelTypeTransform)
        2    0.000    0.000    0.000    0.000 __init__.py:483(_get_mixins_)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1181(setResultsName)
        1    0.000    0.000    0.000    0.000 distance_measures.py:11(<module>)
        2    0.000    0.000    0.000    0.000 quality.py:37(require_partition)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        1    0.000    0.000    0.000    0.000 piecewise.py:67(Piecewise)
        1    0.000    0.000    0.000    0.000 geometry.py:1074(Region)
        1    0.000    0.000    0.000    0.000 <string>:1(SiRule)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:581(PythonMPContext)
        2    0.000    0.000    0.000    0.000 locale.py:610(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:177(ArrayPredictionContext)
        3    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        5    0.000    0.000    0.000    0.000 __init__.py:133(metaclass)
        2    0.000    0.000    0.000    0.000 core.py:6448(__init__)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:12(Options)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2118(Chebyshev)
        2    0.000    0.000    0.000    0.000 dyld.py:45(dyld_image_suffix)
        1    0.000    0.000    0.000    0.000 minidom.py:1154(ReadOnlySequentialNamedNodeMap)
        4    0.000    0.000    0.000    0.000 dyld.py:37(dyld_env)
        1    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:1092(RelopContext)
       18    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        5    0.000    0.000    0.000    0.000 ParserATNSimulator.py:1351(<lambda>)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:140(ivmpc)
        1    0.000    0.000    0.000    0.000 <string>:1(ChebyshevTRule)
        1    0.000    0.000    0.000    0.000 cli.py:43(HasFocus)
        1    0.000    0.000    0.000    0.000 Sphere.py:12(Sphere)
        8    0.000    0.000    0.000    0.000 coloransi.py:158(add_scheme)
        3    0.000    0.000    0.000    0.000 _backports.py:23(_access_check)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 __init__.py:553(WorkingSet)
        1    0.000    0.000    0.000    0.000 <string>:34(<module>)
       43    0.000    0.000    0.000    0.000 manualintegrate.py:96(evaluates)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3444(Or)
        1    0.000    0.000    0.000    0.000 <string>:1(ChiRule)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:72(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(TrigRule)
        1    0.000    0.000    0.000    0.000 social.py:3(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:6(<module>)
        1    0.000    0.000    0.000    0.000 partitions.py:13(Partition)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:695(ReciprocalHyperbolicFunction)
        1    0.000    0.000    0.000    0.000 <string>:1(EllipticERule)
        1    0.000    0.000    0.000    0.000 pickleshare.py:69(PickleShareDB)
        1    0.000    0.000    0.000    0.000 minidom.py:1361(createDocument)
        1    0.000    0.000    0.000    0.000 numbers.py:687(harmonic)
        1    0.000    0.000    0.000    0.000 voronoi.py:9(<module>)
        6    0.000    0.000    0.000    0.000 contextlib.py:12(__init__)
        1    0.000    0.000    0.002    0.002 LexerATNSimulator.py:105(matchATN)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 ssl.py:493(_get_https_context_factory)
        1    0.000    0.000    0.001    0.001 minidom.py:48(toprettyxml)
        1    0.000    0.000    0.001    0.001 __init__.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 bessel.py:860(hn2)
        1    0.000    0.000    0.000    0.000 numbers.py:2406(Zero)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:453(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 polyoptions.py:632(Formal)
        1    0.000    0.000    0.000    0.000 polyoptions.py:75(Options)
        1    0.000    0.000    0.000    0.000 dense.py:3(<module>)
        1    0.000    0.000    0.000    0.000 renderer.py:234(Renderer)
        1    0.000    0.000    0.000    0.000 continued_fraction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3080(view)
        2    0.000    0.000    0.000    0.000 multidimensional.py:89(__init__)
        1    0.000    0.000    0.000    0.000 LexerATNSimulator.py:46(LexerATNSimulator)
        1    0.000    0.000    0.000    0.000 numbers.py:3200(ComplexInfinity)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3807(__init__)
        1    0.000    0.000    0.000    0.000 complexfield.py:45(__init__)
        1    0.000    0.000    0.000    0.000 code.py:178(CodeMagics)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        2    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:386(__init__)
        1    0.000    0.000    0.000    0.000 html.py:102(HtmlFormatter)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.000    0.000 cse_main.py:144(FuncArgTracker)
        4    0.000    0.000    0.000    0.000 timeutils.py:55(timethis)
       20    0.000    0.000    0.000    0.000 mpelements.py:22(_set_mpf)
        1    0.000    0.000    0.000    0.000 containers.py:179(Dict)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:63(<setcomp>)
        1    0.000    0.000    0.000    0.000 exponential.py:29(ExpBase)
        1    0.000    0.000    0.000    0.000 decoder.py:359(decode)
        1    0.000    0.000    0.000    0.000 legendre.py:1804(Legendre)
        1    0.000    0.000    0.000    0.000 curve.py:21(Curve)
        1    0.000    0.000    0.000    0.000 zipfile.py:524(ZipExtFile)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 bessel.py:1021(airyai)
        1    0.000    0.000    0.000    0.000 display.py:738(ProgressBar)
        1    0.000    0.000    0.000    0.000 {_elementtree.Element}
        1    0.000    0.000    0.000    0.000 ipapp.py:165(LocateIPythonApp)
       20    0.000    0.000    0.000    0.000 __init__.py:15(search_path)
        1    0.000    0.000    0.000    0.000 __init__.py:256(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:14(elliptic_k)
