FreeCAD 0.17, Libs: 0.17RUnknown
         16482684 function calls (14940014 primitive calls) in 6.992 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 margins.py:24(Margin)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:140(TimeRespectingDiGraphMatcher)
        1    0.000    0.000    0.000    0.000 Errors.py:18(CancellationException)
        1    0.000    0.000    0.000    0.000 logic.py:364(Or)
        1    0.000    0.000    0.000    0.000 __init__.py:712(Sorter)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-501>:1(_random_state)
        1    0.000    0.000    0.000    0.000 mul.py:21(NC_Marker)
        1    0.000    0.000    0.000    0.000 bessel.py:615(jn)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4361(postParse)
        1    0.000    0.000    0.000    0.000 urllib2.py:518(BaseHandler)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-431>:1(<module>)
        4    0.000    0.000    0.000    0.000 math2.py:42(_mathfun)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-572>:1(<module>)
        1    0.000    0.000    0.000    0.000 controls.py:38(UIControl)
        2    0.000    0.000    0.000    0.000 rcsetup.py:625(validate_sketch)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-130>:1(<module>)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:94(elliptic_f)
        1    0.000    0.000    0.000    0.000 __init__.py:939(_ReqExtras)
        1    0.000    0.000    0.000    0.000 plot.py:364(Line2DBaseSeries)
        1    0.000    0.000    0.000    0.000 doctest.py:427(Example)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
        1    0.000    0.000    0.000    0.000 core.py:828(__init__)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-489>:1(<module>)
        9    0.000    0.000    0.000    0.000 {method 'has_key' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-122>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-189>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-459>:1(<module>)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:23(MappedQueue)
        1    0.000    0.000    0.000    0.000 dimension.py:14(LayoutDimension)
        1    0.000    0.000    0.000    0.000 decimal.py:234(DivisionByZero)
        1    0.000    0.000    0.000    0.000 exponential.py:784(LambertW)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-495>:1(<module>)
        1    0.000    0.000    0.000    0.000 singleton.py:10(SingletonRegistry)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-338>:1(<module>)
        1    0.000    0.000    0.000    0.000 line.py:2338(LinearEntity3D)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-638>:1(<module>)
        1    0.000    0.000    0.000    0.000 formatters.py:805(JSONFormatter)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-589>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-357>:1(<module>)
        1    0.000    0.000    0.000    0.000 inputtransformer.py:172(assemble_python_lines)
        1    0.000    0.000    0.000    0.000 lexers.py:149(PygmentsLexer)
        1    0.000    0.000    0.000    0.000 polyerrors.py:31(PolynomialDivisionFailed)
        1    0.000    0.000    0.000    0.000 polyerrors.py:111(DomainError)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        4    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 boolalg.py:740(Or)
        1    0.000    0.000    0.000    0.000 _signatures.py:188(_empty)
        1    0.000    0.000    0.000    0.000 buffer.py:39(EditReadOnlyBuffer)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-155>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 Tree.py:134(ParseTreeWalker)
        1    0.000    0.000    0.000    0.000 toolbars.py:113(CompletionsToolbarControl)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-407>:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 identification.py:13(IdentificationMethods)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:276(elliptic_pi)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3129(__init__)
        1    0.000    0.000    0.000    0.000 kdtree.py:77(Rectangle)
        1    0.000    0.000    0.000    0.000 relational.py:937(StrictGreaterThan)
        1    0.000    0.000    0.000    0.000 newdict.py:29(BaseNewDict)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:255(<lambda>)
        1    0.000    0.000    0.000    0.000 formatters.py:861(PDFFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:190(c_uint)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-461>:1(<module>)
        3    0.000    0.000    0.000    0.000 traitlets.py:216(__call__)
        1    0.000    0.000    0.000    0.000 polyoptions.py:685(Series)
        1    0.000    0.000    0.000    0.000 traitlets.py:1237(observe)
        1    0.000    0.000    0.000    0.000 io.py:79(TextIOBase)
        1    0.000    0.000    0.000    0.000 ask.py:996(square)
        1    0.000    0.000    0.000    0.000 ipapp.py:63(IPAppCrashHandler)
        1    0.000    0.000    0.000    0.000 argparse.py:938(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 traitlets.py:2039(Unicode)
        1    0.000    0.000    0.000    0.000 ask.py:248(integer)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-686>:1(<module>)
        1    0.000    0.000    0.000    0.000 Defines.py:702(Matrix)
        1    0.000    0.000    0.000    0.000 formatters.py:210(FormatterWarning)
        1    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:506(SignedAtomContext)
        1    0.000    0.000    0.000    0.000 __init__.py:399(silent_list)
        8    0.000    0.000    0.000    0.000 subprocess32.py:737(_remaining_time)
        1    0.000    0.000    0.000    0.000 minidom.py:1139(CDATASection)
        1    0.000    0.000    0.000    0.000 _signatures.py:184(_void)
        1    0.000    0.000    0.000    0.000 coloransi.py:126(ColorSchemeTable)
        1    0.000    0.000    0.000    0.000 cxxcode.py:79(_CXXCodePrinterBase)
        3    0.000    0.000    0.000    0.000 numbers.py:3015(__eq__)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 ast.py:489(AugmentedAssignment)
        1    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:825(ConstantContext)
        1    0.000    0.000    0.000    0.000 DiagnosticErrorListener.py:31(DiagnosticErrorListener)
        1    0.000    0.000    0.000    0.000 LexerAction.py:136(LexerMoreAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-235>:1(<module>)
        1    0.000    0.000    0.000    0.000 line.py:2414(Line3D)
        1    0.000    0.000    0.000    0.000 core.py:6439(_extrema_operation)
        1    0.000    0.000    0.000    0.000 containers.py:220(VSplit)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:452(AddressList)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-312>:1(<module>)
        2    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:390(TIMES)
        1    0.000    0.000    0.000    0.000 __init__.py:1408(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 __init__.py:75(IndexSizeErr)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-446>:1(<module>)
       21    0.000    0.000    0.000    0.000 symbol.py:631(<genexpr>)
        1    0.000    0.000    0.000    0.000 menus.py:23(CompletionsMenuControl)
        1    0.000    0.000    0.000    0.000 ask.py:537(nonpositive)
        1    0.000    0.000    0.000    0.000 geom.py:268(Polygon)
        1    0.000    0.000    0.000    0.000 polyoptions.py:595(Strict)
        2    0.000    0.000    0.000    0.000 six.py:53(X)
        1    0.000    0.000    0.000    0.000 conflict.py:3(AmbiguityWarning)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-457>:1(_random_state)
        1    0.000    0.000    0.000    0.000 macro.py:17(Macro)
        1    0.000    0.000    0.000    0.000 six.py:457(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-539>:1(_random_state)
        1    0.000    0.000    0.000    0.000 bessel.py:1357(airyaiprime)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-564>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-351>:1(_random_state)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 Token.py:73(CommonToken)
        1    0.000    0.000    0.000    0.000 urlparse.py:129(ParseResult)
        1    0.000    0.000    0.000    0.000 lambdify.py:1097(_TensorflowEvaluatorPrinter)
        1    0.000    0.000    0.000    0.000 community_utils.py:13(<module>)
        1    0.000    0.000    0.000    0.000 ask.py:795(orthogonal)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-175>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 basic.py:1910(preorder_traversal)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-157>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-604>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-166>:1(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:139(CommandCompiler)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2847(ndim)
        1    0.000    0.000    0.000    0.000 types.py:17(_FilterTypeMeta)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-359>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 boolalg.py:803(Not)
        1    0.000    0.000    0.000    0.000 polyoptions.py:269(Gens)
        1    0.000    0.000    0.000    0.000 margins.py:60(NumberredMargin)
        2    0.000    0.000    0.000    0.000 pyparsing.py:643(<lambda>)
        1    0.000    0.000    0.000    0.000 margins.py:144(ScrollbarMargin)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-237>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3331(setResultsName)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-409>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 coreviews.py:24(AtlasView)
        1    0.000    0.000    0.000    0.000 argparse.py:809(_StoreAction)
        1    0.000    0.000    0.000    0.000 error_functions.py:803(erfcinv)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-633>:1(<module>)
        1    0.000    0.000    0.000    0.000 geometry.py:1039(ZEC)
        1    0.000    0.000    0.000    0.000 newrange.py:149(range_iterator)
        2    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:827(__init__)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:41(_PCGSolver)
        1    0.000    0.000    0.000    0.000 GdmlExpressionEval.py:18(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:44(CalledProcessError)
        1    0.000    0.000    0.000    0.000 backports_abc.py:125(Coroutine)
        1    0.000    0.000    0.000    0.000 selection.py:13(SelectionType)
        1    0.000    0.000    0.000    0.000 reportviews.py:536(DiMultiDegreeView)
        1    0.000    0.000    0.000    0.000 __init__.py:347(Formatter)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:993(MultOperator)
        1    0.000    0.000    0.000    0.000 usertools.py:2(<module>)
        1    0.000    0.000    0.000    0.000 FlukaParser.py:1318(TransformContext)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-293>:1(<module>)
        2    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:851(accept)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-644>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-393>:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:552(ndenumerate)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-535>:1(_random_state)
        1    0.000    0.000    0.000    0.000 Torus.py:11(Torus)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-361>:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:583(erf2)
        1    0.000    0.000    0.000    0.000 lexer.py:209(DelegatingLexer)
        1    0.000    0.000    0.000    0.000 traitlets.py:1503(_resolve_string)
        1    0.000    0.000    0.000    0.000 extrapolation.py:728(cohen_alt_class)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-165>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-60>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:25(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-477>:1(_random_state)
        1    0.000    0.000    0.000    0.000 TwistedBox.py:15(TwistedBox)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-593>:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:2335(__init__)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-11>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-509>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 interface.py:523(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1199(MeijerUnShiftB)
        1    0.000    0.000    0.000    0.000 enumerative.py:95(PartComponent)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:64(MagicHelpFormatter)
        1    0.000    0.000    0.000    0.000 assume.py:11(AssumptionsContext)
        1    0.000    0.000    0.000    0.000 cli.py:262(ViNavigationMode)
        1    0.000    0.000    0.000    0.000 ccode.py:626(_C9XCodePrinter)
        2    0.000    0.000    0.000    0.000 ATNDeserializer.py:517(<lambda>)
        1    0.000    0.000    0.000    0.000 orderings.py:10(MonomialOrder)
        1    0.000    0.000    0.000    0.000 ask.py:943(diagonal)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-240>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-275>:1(<module>)
        1    0.000    0.000    0.000    0.000 matrices.py:735(MatrixMethods)
        1    0.000    0.000    0.000    0.000 ast.py:788(For)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-281>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 urllib.py:1014(addinfourl)
        1    0.000    0.000    0.000    0.000 _tokenize_py2.py:191(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:179(Untokenizer)
        1    0.000    0.000    0.000    0.000 polyoptions.py:695(Symbols)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-487>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:245(defaults)
        1    0.000    0.000    0.000    0.000 bessel.py:571(SphericalBesselBase)
        1    0.000    0.000    0.000    0.000 domainelement.py:7(DomainElement)
        3    0.000    0.000    0.000    0.000 __init__.py:391(__init__)
        1    0.000    0.000    0.000    0.000 LexerAction.py:18(LexerAction)
        1    0.000    0.000    0.000    0.000 minidom.py:1220(Identified)
        4    0.000    0.000    0.000    0.000 __init__.py:344(register_loader_type)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:140(mathieusprime)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:862(DiGMState)
        1    0.000    0.000    0.000    0.000 traitlets.py:2029(CBytes)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-668>:1(<module>)
        1    0.000    0.000    0.000    0.000 rules.py:8(Transform)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-552>:1(<module>)
        2    0.000    0.000    0.000    0.000 dyld.py:93(dyld_executable_path_search)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-515>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-585>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-547>:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:907(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-301>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 minidom.py:938(CharacterData)
        1    0.000    0.000    0.000    0.000 LexerAction.py:226(__init__)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-454>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-63>:1(_random_state)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 argparse.py:655(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 utils.py:1899(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 loader.py:27(ConfigError)
       15    0.000    0.000    0.000    0.000 decorators.py:51(undoc)
        1    0.000    0.000    0.000    0.000 optimization.py:600(MDNewton)
        1    0.000    0.000    0.000    0.000 plistlib.py:331(Plist)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-561>:1(<module>)
        1    0.000    0.000    0.000    0.000 planarity.py:141(Interval)
        1    0.000    0.000    0.000    0.000 Layer.py:12(Layer)
        1    0.000    0.000    0.000    0.000 loader.py:360(FileConfigLoader)
        1    0.000    0.000    0.000    0.000 CommonTokenFactory.py:17(CommonTokenFactory)
        1    0.000    0.000    0.000    0.000 integers.py:82(floor)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-631>:1(<module>)
        1    0.000    0.000    0.000    0.000 factor_.py:1622(totient)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-342>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-484>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 coreviews.py:87(MultiAdjacencyView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1120(MultiEdgeView)
        1    0.000    0.000    0.000    0.000 style.py:39(StyleMeta)
        1    0.000    0.000    0.000    0.000 ptyprocess.py:46(FileNotFoundError)
        1    0.000    0.000    0.000    0.000 integers.py:166(ceiling)
        1    0.000    0.000    0.000    0.000 polynomials.py:532(chebyshevu)
        1    0.000    0.000    0.000    0.000 traitlets.py:596(_cross_validate)
        1    0.000    0.000    0.000    0.000 skipdoctest.py:40(skip_doctest_py2)
        1    0.000    0.000    0.000    0.000 DFAState.py:11(PredPrediction)
        1    0.000    0.000    0.000    0.000 gexf.py:615(GEXFReader)
        1    0.000    0.000    0.000    0.000 markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 boolalg.py:1070(Nor)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-453>:1(_random_state)
        1    0.000    0.000    0.000    0.000 singleton.py:126(Singleton)
        1    0.000    0.000    0.000    0.000 ParameterisedVolume.py:4(ParametrisedVolume)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-173>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-720>:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:2126(Enum)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-124>:1(<module>)
        1    0.000    0.000    0.000    0.000 cProfile.py:66(Profile)
        1    0.000    0.000    0.000    0.000 LexerAction.py:120(__init__)
        1    0.000    0.000    0.000    0.000 minidom.py:1424(ElementInfo)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:76(ConditionalAutoSuggest)
        1    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-584>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-21>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 mpelements.py:46(MPContext)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-207>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 __init__.py:66(converter)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-53>:1(_random_state)
        1    0.000    0.000    0.000    0.000 toolbars.py:179(ValidationToolbarControl)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-563>:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:629(EndOfBlock)
        1    0.000    0.000    0.000    0.000 rcsetup.py:324(__init__)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-477>:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:881(__init__)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of 'thread.lock' objects}
        2    0.000    0.000    0.000    0.000 py3compat.py:251(doctest_refactor_print)
        1    0.000    0.000    0.000    0.000 tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-622>:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-579>:1(_open_file)
        2    0.000    0.000    0.000    0.000 rcsetup.py:277(validate_qt5)
        1    0.000    0.000    0.000    0.000 common.py:2343(_MatrixWrapper)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-219>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-627>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 GdmlExpressionParser.py:330(OperatorAddSubContext)
        1    0.000    0.000    0.000    0.000 functions.py:87(defun_static)
        1    0.000    0.000    0.000    0.000 specifiers.py:15(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 base.py:90(_OrCache)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1013(ShiftB)
        1    0.000    0.000    0.000    0.000 GenericPolycone.py:7(GenericPolycone)
        1    0.000    0.000    0.000    0.000 ask.py:570(nonnegative)
        1    0.000    0.000    0.000    0.000 kdtree.py:244(node)
        1    0.000    0.000    0.000    0.000 codeprinter.py:18(requires)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-526>:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:51(SimpleFilter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3932(_NullToken)
        5    0.000    0.000    0.000    0.000 pretty_symbology.py:190(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:1622(CosineTransform)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-150>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 error_functions.py:2351(_erfs)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-548>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-589>:1(_open_file)
        1    0.000    0.000    0.000    0.000 geometry.py:777(PLA)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-191>:1(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4904(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 ast.py:1124(SignedIntType)
        1    0.000    0.000    0.000    0.000 coreviews.py:108(UnionAtlas)
        2    0.000    0.000    0.000    0.000 misc.py:57(recursive_repr)
        2    0.000    0.000    0.000    0.000 numbers.py:3180(__eq__)
        1    0.000    0.000    0.000    0.000 ask.py:830(unitary)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4882(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 argparse.py:112(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-777>:1(<module>)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:756(loggamma)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-473>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 numbers.py:1406(_MultisetHistogram)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-673>:1(<module>)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:251(<lambda>)
        1    0.000    0.000    0.000    0.000 argparse.py:844(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 ast.py:52(_convert)
        1    0.000    0.000    0.000    0.000 keys.py:9(Key)
        1    0.000    0.000    0.000    0.000 six.py:250(Iterator)
        1    0.000    0.000    0.000    0.000 ATNConfig.py:18(ATNConfig)
        1    0.000    0.000    0.000    0.000 polyoptions.py:622(Frac)
        1    0.000    0.000    0.000    0.000 formatters.py:721(MarkdownFormatter)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-318>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-682>:1(<module>)
        1    0.000    0.000    0.000    0.000 PredictionContext.py:108(SingletonPredictionContext)
        1    0.000    0.000    0.000    0.000 doctest.py:1536(OutputChecker)
        1    0.000    0.000    0.000    0.000 model.py:759(FlukaRegionVisitor)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-310>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-84>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 fnodes.py:125(Subroutine)
        1    0.000    0.000    0.000    0.000 __init__.py:686(_get_configdir)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-159>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 ast.py:528(<dictcomp>)
        1    0.000    0.000    0.000    0.000 LexerAction.py:116(LexerPopModeAction)
        1    0.000    0.000    0.000    0.000 LexerAction.py:7(LexerActionType)
        1    0.000    0.000    0.000    0.000 pythonfinitefield.py:10(PythonFiniteField)
        1    0.000    0.000    0.000    0.000 _datasource.py:142(_FileOpeners)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:305(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:2972(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 parser.py:233(Card)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-108>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 interface.py:1149(_SubApplicationEventLoop)
        1    0.000    0.000    0.000    0.000 transforms.py:24(IntegralTransformError)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-209>:1(_not_implemented_for)
       13    0.000    0.000    0.000    0.000 matexpr.py:17(_sympifyit)
        1    0.000    0.000    0.000    0.000 vt100_output.py:140(_16ColorCache)
        1    0.000    0.000    0.000    0.000 history.py:123(HistoryAccessorBase)
        1    0.000    0.000    0.000    0.000 geom.py:124(Vertex)
        1    0.000    0.000    0.000    0.000 argparse.py:718(Action)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2816(QuotedString)
        1    0.000    0.000    0.000    0.000 display.py:665(Pretty)
